InvoiceNo,UniqueItem,TotalPrice,CustomerID,Country,InvoiceDate
536840,11,155.35,12738.0,Germany,2010-12-02 18:27:00
536841,22,393.42,16150.0,United Kingdom,2010-12-02 18:27:00
536842,11,263.62,17552.0,United Kingdom,2010-12-02 18:45:00
536843,2,34.9,17552.0,United Kingdom,2010-12-02 18:46:00
536844,3,189.3,14236.0,United Kingdom,2010-12-02 18:49:00
536845,28,127.55,17961.0,United Kingdom,2010-12-02 19:18:00
536846,68,413.1,14573.0,United Kingdom,2010-12-02 19:59:00
536847,9,215.58,17135.0,United Kingdom,2010-12-03 09:31:00
536848,3,534.0,13408.0,United Kingdom,2010-12-03 09:39:00
536849,3,397.5,17396.0,United Kingdom,2010-12-03 09:45:00
536851,15,1368.4,12967.0,United Kingdom,2010-12-03 09:49:00
536852,7,89.14,12686.0,France,2010-12-03 09:51:00
536856,39,754.87,13370.0,United Kingdom,2010-12-03 10:26:00
536857,17,128.03,16883.0,United Kingdom,2010-12-03 10:33:00
536858,6,303.4,13520.0,Switzerland,2010-12-03 10:36:00
536859,24,294.25,12841.0,United Kingdom,2010-12-03 10:43:00
536860,10,254.4,16905.0,United Kingdom,2010-12-03 10:43:00
536861,10,303.5,12427.0,Germany,2010-12-03 10:44:00
536862,81,1334.13,,United Kingdom,2010-12-03 11:13:00
536863,41,123.07,17967.0,United Kingdom,2010-12-03 11:19:00
536864,47,636.68,,United Kingdom,2010-12-03 11:27:00
536865,140,2396.96,,United Kingdom,2010-12-03 11:28:00
536866,1,8.47,,United Kingdom,2010-12-03 11:28:00
536874,63,232.26,16891.0,United Kingdom,2010-12-03 11:35:00
536876,586,7257.08,,United Kingdom,2010-12-03 11:36:00
536883,1,5.46,,United Kingdom,2010-12-03 11:41:00
536884,3,39.75,14589.0,United Kingdom,2010-12-03 11:42:00
536885,11,549.0,,EIRE,2010-12-03 11:42:00
536890,3,322.2,14156.0,EIRE,2010-12-03 11:48:00
536920,10,69.3,,United Kingdom,2010-12-03 12:01:00
536938,14,1680.88,14680.0,United Kingdom,2010-12-03 12:05:00
536941,1,0.0,,United Kingdom,2010-12-03 12:08:00
536942,1,0.0,,United Kingdom,2010-12-03 12:08:00
536943,28,187.51,17884.0,United Kingdom,2010-12-03 12:11:00
536944,5,620.0,12557.0,Spain,2010-12-03 12:20:00
536945,62,309.54,14083.0,United Kingdom,2010-12-03 12:24:00
536946,29,841.94,13013.0,United Kingdom,2010-12-03 12:28:00
536947,38,686.4,13013.0,United Kingdom,2010-12-03 12:29:00
536954,1,425.0,17809.0,United Kingdom,2010-12-03 12:41:00
536956,15,304.95,14210.0,United Kingdom,2010-12-03 12:43:00
536957,13,791.7,17809.0,United Kingdom,2010-12-03 12:43:00
536960,14,225.65,16477.0,United Kingdom,2010-12-03 12:48:00
536967,2,76.5,12600.0,Germany,2010-12-03 12:57:00
536968,2,534.0,16013.0,United Kingdom,2010-12-03 13:09:00
536969,1,528.0,16013.0,United Kingdom,2010-12-03 13:10:00
536970,1,1314.0,17949.0,United Kingdom,2010-12-03 13:12:00
536971,8,248.16,12779.0,Poland,2010-12-03 13:40:00
536972,14,230.25,16926.0,United Kingdom,2010-12-03 13:42:00
536973,30,736.28,17787.0,United Kingdom,2010-12-03 13:43:00
536974,16,336.24,12682.0,France,2010-12-03 13:59:00
536975,71,1705.65,14911.0,EIRE,2010-12-03 14:04:00
536976,19,149.8,14723.0,United Kingdom,2010-12-03 14:18:00
536977,14,108.78,17954.0,United Kingdom,2010-12-03 14:18:00
536980,12,591.47,17819.0,United Kingdom,2010-12-03 14:26:00
536981,22,101.14,14723.0,United Kingdom,2010-12-03 14:26:00
536982,145,10661.69,,United Kingdom,2010-12-03 14:27:00
536983,9,175.53,12712.0,Germany,2010-12-03 14:30:00
536984,29,339.54,17841.0,United Kingdom,2010-12-03 14:35:00
536985,11,334.3,15373.0,United Kingdom,2010-12-03 14:40:00
536986,7,124.14,16140.0,United Kingdom,2010-12-03 14:40:00
536987,52,272.01,17198.0,United Kingdom,2010-12-03 14:54:00
536988,38,254.39,17238.0,United Kingdom,2010-12-03 15:05:00
536989,22,115.7,17238.0,United Kingdom,2010-12-03 15:10:00
536990,7,131.8,12793.0,Portugal,2010-12-03 15:14:00
536991,8,26.4,,United Kingdom,2010-12-03 15:16:00
536992,1,91.8,15769.0,United Kingdom,2010-12-03 15:16:00
536993,34,110.35,14396.0,United Kingdom,2010-12-03 15:19:00
536994,3,98.5,14898.0,United Kingdom,2010-12-03 15:25:00
536995,1,0.0,,United Kingdom,2010-12-03 15:29:00
536996,1,0.0,,United Kingdom,2010-12-03 15:30:00
536997,1,0.0,,United Kingdom,2010-12-03 15:30:00
536998,1,0.0,,United Kingdom,2010-12-03 15:30:00
536999,1,0.0,,United Kingdom,2010-12-03 15:32:00
537000,1,0.0,,United Kingdom,2010-12-03 15:32:00
537001,1,0.0,,United Kingdom,2010-12-03 15:33:00
537002,1,0.0,,United Kingdom,2010-12-03 15:33:00
537003,1,0.0,,United Kingdom,2010-12-03 15:33:00
537004,1,0.0,,United Kingdom,2010-12-03 15:34:00
537005,1,0.0,,United Kingdom,2010-12-03 15:35:00
537006,1,0.0,,United Kingdom,2010-12-03 15:36:00
537007,1,0.0,,United Kingdom,2010-12-03 15:36:00
537008,1,0.0,,United Kingdom,2010-12-03 15:37:00
537009,1,0.0,,United Kingdom,2010-12-03 15:38:00
537010,1,0.0,,United Kingdom,2010-12-03 15:38:00
537011,1,0.0,,United Kingdom,2010-12-03 15:38:00
537012,1,0.0,,United Kingdom,2010-12-03 15:39:00
537013,1,0.0,,United Kingdom,2010-12-03 15:40:00
537014,1,0.0,,United Kingdom,2010-12-03 15:40:00
537015,1,0.0,,United Kingdom,2010-12-03 15:41:00
537016,1,0.0,,United Kingdom,2010-12-03 15:41:00
537017,1,0.0,,United Kingdom,2010-12-03 15:41:00
537018,1,0.0,,United Kingdom,2010-12-03 15:42:00
537019,1,0.0,,United Kingdom,2010-12-03 15:43:00
537020,1,0.0,,United Kingdom,2010-12-03 15:43:00
537021,1,0.0,,United Kingdom,2010-12-03 15:43:00
537022,24,427.8,12725.0,Italy,2010-12-03 15:45:00
537023,25,122.15,16725.0,United Kingdom,2010-12-03 16:02:00
537025,15,76.83,,United Kingdom,2010-12-03 16:21:00
537026,12,346.1,12395.0,Belgium,2010-12-03 16:35:00
537027,1,0.0,,United Kingdom,2010-12-03 16:36:00
537028,1,0.0,,United Kingdom,2010-12-03 16:36:00
537029,1,0.0,,United Kingdom,2010-12-03 16:37:00
537030,13,246.3,16455.0,United Kingdom,2010-12-03 16:44:00
537031,6,135.0,16455.0,United Kingdom,2010-12-03 16:45:00
537032,1,0.0,,United Kingdom,2010-12-03 16:50:00
537034,73,2355.18,13081.0,United Kingdom,2010-12-03 17:20:00
537035,1,11.6,13081.0,United Kingdom,2010-12-03 17:21:00
537036,31,135.33,15545.0,United Kingdom,2010-12-03 17:28:00
537037,11,256.9,17243.0,United Kingdom,2010-12-05 10:03:00
537038,7,535.75,15465.0,United Kingdom,2010-12-05 10:12:00
537040,2,734.4,13089.0,United Kingdom,2010-12-05 10:27:00
537041,26,155.64,16033.0,United Kingdom,2010-12-05 10:36:00
537042,48,238.11,13838.0,United Kingdom,2010-12-05 10:45:00
537044,19,431.45,18055.0,United Kingdom,2010-12-05 10:52:00
537045,30,126.43,15038.0,United Kingdom,2010-12-05 10:54:00
537046,14,277.45,18109.0,United Kingdom,2010-12-05 10:58:00
537047,41,326.6,13069.0,United Kingdom,2010-12-05 11:02:00
537048,2,5.9,13069.0,United Kingdom,2010-12-05 11:03:00
537049,14,277.65,16241.0,United Kingdom,2010-12-05 11:04:00
537050,51,555.84,14800.0,United Kingdom,2010-12-05 11:10:00
537051,31,350.68,15708.0,United Kingdom,2010-12-05 11:12:00
537052,5,552.24,16839.0,United Kingdom,2010-12-05 11:15:00
537053,3,275.8,16168.0,United Kingdom,2010-12-05 11:38:00
537054,40,152.05,16931.0,United Kingdom,2010-12-05 11:40:00
537055,15,273.29,16814.0,United Kingdom,2010-12-05 11:45:00
537057,49,274.67,15351.0,United Kingdom,2010-12-05 11:49:00
537058,12,351.43,13269.0,United Kingdom,2010-12-05 11:51:00
537059,20,127.98,14813.0,United Kingdom,2010-12-05 11:54:00
537065,63,1526.92,12567.0,France,2010-12-05 11:57:00
537067,6,27.45,14813.0,United Kingdom,2010-12-05 11:57:00
537077,26,179.64,17062.0,United Kingdom,2010-12-05 11:59:00
537081,25,1145.06,15332.0,Lithuania,2010-12-05 12:00:00
537086,8,438.0,15332.0,Lithuania,2010-12-05 12:01:00
537090,1,15.0,15332.0,Lithuania,2010-12-05 12:02:00
537111,22,180.44,14810.0,United Kingdom,2010-12-05 12:08:00
537117,1,204.0,16353.0,United Kingdom,2010-12-05 12:09:00
537126,116,475.86,18118.0,United Kingdom,2010-12-05 12:13:00
537127,2,408.0,13831.0,United Kingdom,2010-12-05 12:13:00
537128,23,211.74,12841.0,United Kingdom,2010-12-05 12:15:00
537129,17,301.12,13506.0,United Kingdom,2010-12-05 12:15:00
537130,19,114.65,17796.0,United Kingdom,2010-12-05 12:23:00
537131,35,547.1,15716.0,United Kingdom,2010-12-05 12:26:00
537133,50,206.23,18156.0,United Kingdom,2010-12-05 12:29:00
537134,9,163.49,16983.0,United Kingdom,2010-12-05 12:34:00
